output_area,All households,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Rented: Council (Local authority),Rented: Other social rented,Rented: Private landlord or letting agency,Rented: Other,Living rent free
S00097877,46,12,31,0,0,0,3,0,0
S00097878,34,12,16,0,0,0,5,0,1
S00097879,53,18,26,0,0,1,6,2,0
S00097880,37,14,17,0,0,0,4,1,1
S00097881,49,19,24,0,0,0,5,0,1
S00097882,61,15,22,0,0,2,14,7,1
S00097883,43,11,16,0,0,1,9,4,2
S00097884,62,22,32,1,0,0,5,2,0
S00097885,58,42,11,0,0,0,2,0,3
S00097886,46,29,12,0,0,1,4,0,0
S00097887,51,27,19,0,0,0,4,1,0
S00097888,53,16,21,0,0,11,4,1,0
S00097889,70,15,39,0,0,5,10,1,0
S00097890,47,23,14,0,0,7,2,0,1
S00097891,63,12,36,0,0,4,11,0,0
S00097892,62,41,16,0,0,1,1,2,1
S00097893,42,9,12,0,0,2,17,2,0
S00097894,44,6,11,0,0,26,1,0,0
S00097895,27,6,9,0,0,6,5,0,1
S00097896,43,17,9,0,0,12,3,1,1
S00097897,62,10,15,0,0,27,9,1,0
S00097898,43,6,10,1,0,24,2,0,0
S00097899,43,12,10,0,0,16,4,1,0
S00097900,64,18,9,0,0,26,7,4,0
S00097901,62,7,10,1,0,27,15,0,2
S00097902,48,5,19,0,0,2,21,0,1
S00097903,47,16,14,0,0,8,6,3,0
S00097904,40,14,14,0,0,0,9,2,1
S00097905,50,27,20,0,0,0,3,0,0
S00097906,47,32,12,0,0,0,1,1,1
S00097907,43,27,16,0,0,0,0,0,0
S00097908,50,32,14,0,0,0,3,0,1
S00097909,45,20,14,0,0,0,11,0,0
S00097910,53,29,18,0,0,1,2,2,1
S00097911,52,12,8,0,0,27,5,0,0
S00097912,41,6,9,0,0,10,15,0,1
S00097913,40,9,6,0,0,0,21,1,3
S00097914,55,9,14,0,0,10,18,2,2
S00097915,50,18,22,1,0,1,6,1,1
S00097916,72,27,21,0,0,17,5,2,0
S00097917,72,38,27,0,0,1,4,1,1
S00097918,62,38,22,0,0,0,2,0,0
S00097919,56,29,21,0,0,0,4,0,2
S00097920,45,22,18,0,0,1,3,0,1
S00097921,29,0,2,2,0,22,2,0,1
S00097922,38,25,11,0,0,0,2,0,0
S00097923,65,5,9,0,0,51,0,0,0
S00097924,63,8,12,0,0,39,2,2,0
S00097925,63,34,22,0,0,2,2,0,3
S00097926,65,16,9,0,0,34,5,0,1
S00097927,63,12,21,0,0,22,8,0,0
S00097928,39,17,15,0,0,1,5,0,1
S00097929,58,12,16,0,0,12,13,5,0
S00097930,76,28,19,0,0,20,6,1,2
S00097931,67,18,22,0,0,19,6,1,1
S00097932,59,10,27,0,0,17,4,1,0
S00097933,51,2,8,0,0,23,14,0,4
S00097934,36,10,9,0,0,12,2,0,3
S00097935,63,11,11,0,0,36,4,0,1
S00097936,70,31,25,0,0,12,2,0,0
S00097937,35,19,11,0,0,2,3,0,0
S00097938,36,20,12,0,0,0,1,0,3
S00097939,50,32,11,0,0,1,4,1,1
S00097940,72,43,23,0,0,2,2,0,2
S00097941,72,44,22,0,0,2,2,1,1
S00097942,69,12,15,0,0,39,3,0,0
S00097943,41,8,23,0,0,7,2,1,0
S00097944,43,11,8,0,0,19,3,2,0
S00097945,32,8,9,0,0,15,0,0,0
S00097946,27,2,14,0,0,6,4,1,0
S00097947,33,4,4,0,0,22,2,0,1
S00097948,24,2,5,0,0,16,1,0,0
S00097949,27,4,7,0,0,16,0,0,0
S00097950,38,6,9,0,0,22,1,0,0
S00097951,62,8,11,0,0,39,4,0,0
S00097952,75,10,6,0,0,54,5,0,0
S00097953,45,9,7,0,0,26,3,0,0
S00097954,52,5,9,0,0,36,0,2,0
S00097955,56,14,18,0,0,20,2,2,0
S00097956,41,4,2,0,0,35,0,0,0
S00097957,56,13,16,0,0,24,3,0,0
S00097958,55,11,14,0,0,30,0,0,0
S00097959,64,17,20,1,0,22,2,1,1
S00097960,69,19,25,1,0,19,2,3,0
S00097961,41,15,14,0,0,10,0,2,0
S00097962,42,7,6,0,0,23,6,0,0
S00097963,51,3,4,0,0,43,1,0,0
S00097964,53,5,4,0,0,42,1,0,1
S00097965,26,0,3,0,0,23,0,0,0
S00097966,73,5,8,0,0,57,3,0,0
S00097967,69,9,19,1,0,33,7,0,0
S00097968,43,3,4,0,0,34,2,0,0
S00097969,50,3,5,0,0,41,1,0,0
S00097970,48,1,5,0,0,39,3,0,0
S00097971,40,11,9,0,0,16,2,0,2
S00097972,52,5,6,0,0,41,0,0,0
S00097973,33,6,4,0,0,18,5,0,0
S00097974,51,8,6,1,0,30,5,0,1
S00097975,54,7,8,0,0,35,3,1,0
S00097976,44,10,6,1,0,27,0,0,0
S00097977,40,5,12,0,0,17,4,2,0
S00097978,48,6,4,0,0,29,8,0,1
S00097979,47,12,9,0,0,24,2,0,0
S00097980,49,26,13,0,0,7,2,0,1
S00097981,50,2,4,0,0,40,3,1,0
S00097982,39,14,15,0,0,9,0,1,0
S00097983,65,3,5,0,0,53,4,0,0
S00097984,48,11,7,0,0,28,2,0,0
S00097985,43,9,3,0,0,30,1,0,0
S00097986,28,19,5,0,0,0,3,1,0
S00097987,60,29,30,0,0,1,0,0,0
S00097988,49,13,19,0,0,11,4,2,0
S00097989,51,14,9,0,0,25,1,1,1
S00097990,44,6,17,0,0,13,5,1,2
S00097991,53,4,11,0,0,33,4,1,0
S00097992,47,14,20,1,0,8,4,0,0
S00097993,48,8,16,0,0,22,1,1,0
S00097994,52,10,11,0,0,27,4,0,0
S00097995,58,18,12,0,0,22,5,1,0
S00097996,38,3,12,0,0,18,5,0,0
S00097997,72,17,29,0,0,20,3,1,2
S00097998,70,9,26,1,0,33,1,0,0
S00097999,46,8,11,0,0,21,6,0,0
S00098000,54,20,19,0,0,8,5,1,1
S00098001,44,11,9,0,0,21,2,1,0
S00098002,67,15,20,0,0,22,8,1,1
S00098003,54,13,12,0,0,25,2,2,0
S00098004,48,14,18,0,0,10,3,2,1
S00098005,48,13,33,0,0,0,2,0,0
S00098006,49,21,19,0,0,5,4,0,0
S00098007,59,25,13,0,0,18,1,1,1
S00098008,38,13,23,0,0,1,1,0,0
S00098009,69,26,18,0,0,16,8,1,0
S00098010,35,6,9,0,0,18,1,1,0
S00098011,61,16,14,0,0,25,4,1,1
S00098012,66,13,15,0,0,32,4,2,0
S00098013,69,17,21,0,0,23,5,2,1
S00098014,45,21,14,0,0,4,4,1,1
S00098015,47,18,16,0,0,7,3,2,1
S00098016,72,31,22,0,0,11,7,0,1
S00098017,50,10,17,1,0,1,20,1,0
S00098018,39,5,10,0,0,4,20,0,0
S00098019,47,22,17,0,0,2,3,3,0
S00098020,58,11,11,0,0,34,2,0,0
S00098021,73,35,25,0,0,6,5,1,1
S00098022,72,25,18,0,0,28,1,0,0
S00098023,72,20,27,0,0,17,6,1,1
S00098024,65,26,29,0,0,9,1,0,0
S00098025,72,11,17,3,0,37,2,1,1
S00098026,58,15,8,0,0,32,3,0,0
S00098027,37,10,9,0,0,18,0,0,0
S00098028,47,22,9,2,0,12,2,0,0
S00098029,52,23,15,0,0,9,4,1,0
S00098030,57,25,20,0,0,7,3,0,2
S00098031,63,28,32,0,0,0,2,0,1
S00098032,53,18,30,1,0,0,4,0,0
S00098033,58,17,38,0,0,1,2,0,0
S00098034,72,25,39,0,0,0,7,0,1
S00098035,60,38,21,0,0,0,1,0,0
S00098036,53,34,14,0,0,0,4,0,1
S00098037,55,33,19,0,0,1,2,0,0
S00098038,60,39,16,0,0,0,3,1,1
S00098039,48,28,18,0,0,0,1,1,0
S00098040,67,18,40,0,0,0,9,0,0
S00098041,70,30,34,0,0,2,2,1,1
S00098042,50,26,14,0,0,3,4,1,2
S00098043,60,37,10,0,0,2,8,1,2
S00098044,62,41,14,0,0,1,2,1,3
S00098045,36,20,10,0,0,1,1,0,4
S00098046,44,34,5,0,0,1,3,0,1
S00098047,69,46,17,0,0,1,2,0,3
S00098048,56,32,18,0,0,0,4,0,2
S00098049,70,14,17,0,0,24,13,2,0
S00098050,39,10,6,0,0,18,3,1,1
S00098051,60,42,15,0,0,0,2,0,1
S00098052,60,25,19,0,0,10,3,1,2
S00098053,66,24,20,0,0,14,7,1,0
S00098054,54,24,15,0,0,10,5,0,0
S00098055,27,8,12,0,0,5,2,0,0
S00098056,50,2,4,0,0,38,6,0,0
S00098057,60,10,21,0,0,19,5,3,2
S00098058,40,24,12,0,0,3,0,0,1
S00098059,69,24,20,0,0,19,5,1,0
S00098060,50,16,20,0,0,8,3,3,0
S00098061,58,14,23,0,0,18,3,0,0
S00098062,66,20,17,0,0,22,6,1,0
S00098063,58,9,24,0,0,21,3,1,0
S00098064,46,7,8,0,0,21,10,0,0
S00098065,69,31,28,0,0,8,1,1,0
S00098066,60,21,12,0,0,23,3,1,0
S00098067,49,16,6,0,0,20,6,0,1
S00098068,39,8,26,0,0,4,1,0,0
S00098069,66,8,12,0,0,29,14,2,1
S00098070,61,10,15,0,0,30,5,1,0
S00098071,76,19,35,0,0,13,6,1,2
S00098072,36,3,7,0,0,25,1,0,0
S00098073,73,2,16,0,0,51,2,1,1
S00098074,49,17,15,0,0,13,3,1,0
S00098075,55,21,16,0,0,8,6,2,2
S00098076,74,44,23,0,0,1,4,0,2
S00098077,37,13,12,0,0,3,6,0,3
S00098078,43,12,20,1,0,7,3,0,0
S00098079,59,32,17,0,0,5,4,0,1
S00098080,65,20,14,0,0,26,4,1,0
S00098081,74,52,16,0,0,0,1,4,1
S00098082,42,11,14,0,0,14,3,0,0
S00098083,63,13,16,1,0,25,6,1,1
S00098084,40,8,11,0,0,15,5,1,0
S00098085,58,36,19,0,0,0,1,0,2
S00098086,35,18,8,0,0,3,4,1,1
S00098087,38,9,7,0,0,17,1,1,3
S00098088,50,18,17,0,0,0,13,1,1
S00098089,65,39,22,0,0,0,3,1,0
S00098090,73,20,21,0,0,14,14,2,2
S00098091,52,15,13,2,0,5,17,0,0
S00098092,56,24,10,0,0,14,7,0,1
S00098093,42,14,16,0,0,2,7,0,3
S00098094,68,24,16,1,0,1,22,2,2
S00098095,56,13,12,0,0,27,3,1,0
S00098096,65,25,19,1,0,13,4,2,1
S00098097,50,27,7,0,0,6,8,1,1
S00098098,29,14,8,0,0,5,1,0,1
S00098099,63,23,22,0,0,0,11,1,6
S00098100,58,26,11,0,0,10,5,4,2
S00098101,36,17,13,0,0,1,4,0,1
S00098102,26,8,8,0,0,4,4,1,1
S00098103,77,31,16,0,0,27,2,1,0
S00098104,53,36,9,0,0,4,2,1,1
S00098105,49,18,14,0,0,14,2,0,1
S00098106,42,14,10,0,0,9,7,0,2
S00098107,62,16,7,0,0,22,13,1,3
S00098108,75,24,12,0,0,24,10,2,3
S00098109,70,45,16,0,0,2,4,1,2
S00098110,31,26,3,0,0,2,0,0,0
S00098111,58,9,13,0,0,32,2,2,0
S00098112,32,25,6,1,0,0,0,0,0
S00098113,49,11,7,0,0,29,0,0,2
S00098114,75,11,19,1,0,37,6,1,0
S00098115,58,26,13,0,0,15,3,0,1
S00098116,59,18,22,0,0,15,4,0,0
S00098117,62,24,17,0,0,16,3,0,2
S00098118,70,30,16,0,0,6,17,0,1
S00098119,47,17,10,0,0,17,2,1,0
S00098120,62,22,12,0,0,12,15,1,0
S00098121,66,31,14,0,0,14,4,1,2
S00098122,43,26,12,0,0,1,4,0,0
S00098123,66,32,26,0,0,2,4,1,1
S00098124,57,30,22,0,0,0,4,0,1
S00098125,71,38,11,1,0,9,11,0,1
S00098126,58,24,14,0,0,16,3,0,1
S00098127,66,29,23,0,0,8,3,0,3
S00098128,55,23,16,0,0,4,10,1,1
S00098129,57,27,18,0,0,5,4,1,2
S00098130,48,9,7,0,0,30,2,0,0
S00098131,45,9,14,0,0,20,2,0,0
S00098132,44,16,14,0,0,10,3,0,1
S00098133,62,17,22,0,0,15,4,3,1
S00098134,39,9,8,0,0,21,1,0,0
S00098135,50,15,5,0,0,24,4,2,0
S00098136,50,15,17,0,0,12,2,2,2
S00098137,69,14,19,0,0,33,2,1,0
S00098138,67,7,6,0,0,50,3,1,0
S00098139,63,22,25,0,0,15,1,0,0
S00098140,26,6,7,0,0,13,0,0,0
S00098141,54,5,2,0,0,46,0,1,0
S00098142,53,11,6,0,0,33,2,1,0
S00098143,49,9,7,0,0,32,1,0,0
S00098144,41,6,6,0,0,23,5,1,0
S00098145,37,9,9,0,0,17,1,1,0
S00098146,35,8,13,0,0,13,1,0,0
S00098147,47,3,11,0,0,32,1,0,0
S00098148,44,16,19,0,0,7,1,1,0
S00098149,66,10,6,0,0,47,3,0,0
S00098150,42,25,13,0,0,3,1,0,0
S00098151,41,15,8,0,0,16,2,0,0
S00098152,56,28,21,0,0,5,1,0,1
S00098153,42,12,8,0,0,19,3,0,0
S00098154,28,6,5,0,0,16,0,0,1
S00098155,41,8,6,0,0,23,2,1,1
S00098156,35,11,5,0,0,18,0,0,1
S00098157,43,4,3,0,0,36,0,0,0
S00098158,47,7,13,0,0,26,1,0,0
S00098159,53,20,4,0,0,26,2,0,1
S00098160,43,8,2,0,0,31,2,0,0
S00098161,43,10,2,0,0,30,1,0,0
S00098162,49,10,5,0,0,34,0,0,0
S00098163,41,13,8,0,0,7,11,1,1
S00098164,45,21,20,0,0,0,4,0,0
S00098165,45,28,12,1,0,1,0,1,2
S00098166,23,7,11,0,0,2,2,1,0
S00098167,34,17,15,0,0,0,1,1,0
S00098168,43,18,20,0,0,5,0,0,0
S00098169,42,27,13,0,0,0,2,0,0
S00098170,34,24,6,0,0,2,0,1,1
S00098171,45,21,11,0,0,1,6,1,5
S00098172,75,29,14,0,0,8,21,0,3
S00098173,30,8,6,0,0,15,0,0,1
S00098174,39,14,12,0,0,9,3,1,0
S00098175,37,9,5,1,0,13,7,0,2
S00098176,55,23,12,0,0,6,10,2,2
S00098177,45,23,19,0,0,1,0,1,1
S00098178,34,14,14,1,0,1,0,0,4
S00098179,32,12,15,0,0,0,4,1,0
S00098180,78,43,24,0,0,1,4,1,5
S00098181,46,17,13,0,0,12,2,0,2
S00098182,44,4,13,0,0,22,3,1,1
S00098183,51,17,2,0,0,11,17,2,2
S00098184,49,22,10,0,0,1,11,2,3
S00098185,35,17,6,0,0,0,8,0,4
S00098186,54,19,9,0,0,1,17,3,5
S00098187,27,5,7,0,0,10,4,0,1
S00098188,70,29,21,0,0,15,4,1,0
S00098189,69,23,14,0,0,9,20,2,1
S00098190,34,13,6,0,0,8,4,2,1
S00098191,42,28,10,0,0,1,3,0,0
S00098192,60,16,5,0,0,18,13,7,1
S00098193,33,7,17,0,0,6,2,1,0
S00098194,33,21,9,0,0,1,1,1,0
S00098195,48,21,11,0,0,0,10,2,4
S00098196,45,3,3,6,0,27,4,2,0
S00098197,54,25,11,0,0,0,14,3,1
S00098198,43,21,9,0,0,1,9,2,1
S00098199,34,11,16,0,0,0,4,1,2
S00098200,61,9,46,0,0,1,3,1,1
S00098201,63,15,43,0,0,0,4,1,0
S00098202,40,19,15,0,0,0,4,0,2
S00098203,62,30,19,0,0,2,7,1,3
S00098204,37,16,7,0,0,1,9,0,4
S00098205,37,16,9,0,0,2,8,1,1
S00098206,45,22,13,0,0,0,7,1,2
S00098207,37,16,14,0,0,2,5,0,0
S00098208,48,22,11,0,0,11,4,0,0
S00098209,34,17,11,0,0,1,5,0,0
S00098210,56,28,21,0,0,3,3,0,1
S00098211,63,31,13,0,0,2,11,1,5
S00098212,48,20,13,0,0,3,6,1,5
S00098213,47,13,6,1,0,1,16,0,10
S00098214,54,22,14,0,0,12,5,0,1
S00098215,54,15,13,3,0,13,5,2,3
S00098216,59,4,19,5,0,29,1,0,1
S00098217,57,16,11,1,0,20,5,2,2
S00098218,52,30,13,1,0,2,5,0,1
S00098219,39,25,7,1,0,0,4,0,2
S00098220,35,15,7,0,0,1,6,3,3
S00098221,41,19,6,0,0,1,6,1,8
S00098222,69,26,9,0,0,0,29,1,4
S00098223,46,22,1,0,0,0,12,1,10
S00098224,44,20,13,0,0,1,7,1,2
S00098225,28,8,2,0,0,1,7,3,7
S00098226,74,23,21,0,0,13,9,1,7
S00098227,47,15,5,1,0,0,17,1,8
S00098228,42,15,4,1,0,1,5,3,13
S00098229,29,12,7,0,0,1,4,1,4
S00098230,36,15,9,0,0,0,6,2,4
S00098231,31,18,4,0,0,0,6,2,1
S00098232,39,27,6,0,0,0,6,0,0
S00098233,49,27,13,0,0,5,3,1,0
S00098234,45,24,9,1,0,1,8,0,2
S00098235,45,30,6,0,0,0,6,1,2
S00098236,45,18,8,0,0,1,14,2,2
S00098237,46,22,5,0,0,10,5,1,3
S00098238,34,15,4,1,0,6,5,1,2
S00098239,35,9,9,0,0,13,3,0,1
S00098240,50,25,8,0,0,0,15,1,1
S00098241,38,19,11,0,0,2,5,0,1
S00098242,69,9,1,0,0,50,9,0,0
S00098243,43,19,9,0,0,2,11,2,0
S00098244,57,25,12,0,0,0,15,1,4
S00098245,52,32,5,1,0,7,6,0,1
S00098246,33,20,7,1,0,1,3,0,1
S00098247,47,27,14,0,0,1,4,0,1
S00098248,21,8,10,0,0,1,1,0,1
S00098249,37,13,8,0,0,1,14,1,0
S00098250,37,16,13,0,0,1,4,1,2
S00098251,44,15,27,0,0,1,0,0,1
S00098252,58,11,15,0,0,27,4,0,1
S00098253,51,16,26,4,0,0,5,0,0
S00098254,69,4,15,0,0,40,10,0,0
S00098255,39,9,27,0,0,1,1,1,0
S00098256,54,38,13,0,0,1,0,0,2
S00098257,33,25,7,0,0,0,0,0,1
S00098258,35,20,11,0,0,0,3,1,0
S00098259,49,20,13,0,0,12,4,0,0
S00098260,67,16,17,0,0,2,27,3,2
S00098261,63,37,24,0,0,0,0,1,1
S00098262,37,23,10,0,0,0,2,1,1
S00098263,58,23,11,0,0,2,14,3,5
S00098264,47,23,11,0,0,2,7,2,2
S00098265,47,21,9,0,0,3,13,1,0
S00098266,72,26,19,2,0,18,5,2,0
S00098267,39,7,16,0,0,14,2,0,0
S00098268,52,42,9,0,0,0,0,0,1
S00098269,58,6,14,0,0,36,0,2,0
S00098270,72,43,23,0,0,2,2,0,2
S00098271,51,20,20,0,0,2,5,3,1
S00098272,24,13,9,0,0,2,0,0,0
S00098273,86,14,19,4,0,41,7,0,1
S00098274,50,18,25,0,0,0,6,1,0
S00098275,30,12,12,0,0,4,2,0,0
S00098276,78,54,6,1,0,16,0,1,0
S00098277,32,23,6,0,0,2,1,0,0
S00098278,58,3,9,1,0,40,4,1,0
S00098279,64,17,14,0,0,28,2,1,2
S00098280,39,1,4,0,0,3,29,2,0
S00098281,33,19,6,0,0,0,8,0,0
S00098282,35,13,9,0,0,5,6,1,1
S00098283,40,6,6,0,0,10,18,0,0
S00098284,32,12,12,0,0,5,3,0,0
S00098285,42,11,12,0,0,2,13,2,2
S00098286,55,7,6,10,0,1,30,1,0
S00098287,57,10,4,0,0,43,0,0,0
S00098288,49,17,17,0,0,12,3,0,0
S00098289,69,1,16,8,0,40,3,1,0
S00098290,41,2,6,6,0,22,5,0,0
S00098291,38,7,13,0,0,13,1,1,3
S00098292,65,28,25,0,0,0,9,1,2
S00098293,43,12,13,0,0,14,3,0,1
S00098294,43,9,14,1,0,13,6,0,0
S00098295,43,18,13,0,0,1,10,0,1
S00098296,71,30,33,0,0,4,3,0,1
S00098297,50,25,10,0,0,4,11,0,0
S00098298,54,21,22,0,0,0,4,0,7
S00098299,67,37,20,0,0,0,3,2,5
S00098300,56,21,20,0,0,12,2,0,1
S00098301,33,15,12,0,0,4,2,0,0
S00098302,73,46,9,2,0,3,7,3,3
S00098303,58,35,8,0,0,0,13,2,0
S00098304,41,14,17,0,0,3,6,0,1
S00098305,45,18,19,0,0,0,5,0,3
S00098306,49,22,16,0,0,1,7,0,3
S00098307,34,13,13,0,0,1,7,0,0
S00098308,33,22,4,0,0,2,4,0,1
S00098309,40,14,4,0,0,1,11,2,8
S00098310,43,24,2,1,0,1,8,3,4
S00098311,31,12,1,0,0,2,9,0,7
S00098312,60,30,14,0,0,7,8,1,0
S00098313,22,7,3,0,0,1,6,2,3
S00098314,36,19,8,0,0,2,4,0,3
S00098315,56,23,17,0,0,7,7,1,1
S00098316,53,18,14,1,0,0,16,2,2
S00098317,24,9,7,0,0,4,0,1,3
S00098318,27,5,5,0,0,15,0,0,2
S00098319,72,23,26,1,0,14,7,0,1
S00098320,48,10,25,0,0,10,2,0,1
S00098321,38,17,11,0,0,5,2,0,3
S00098322,59,34,17,0,0,4,2,0,2
S00098323,68,14,16,0,0,30,8,0,0
S00098324,35,22,6,0,0,2,4,0,1
S00098325,57,19,13,0,0,18,5,0,2
S00098326,44,21,9,0,0,7,3,2,2
S00098327,65,15,13,0,0,24,12,0,1
S00098328,50,23,9,0,0,15,2,1,0
S00098329,29,5,5,0,0,17,1,0,1
S00098330,55,12,6,0,0,34,2,0,1
S00098331,37,8,5,0,0,23,0,0,1
S00098332,57,1,2,7,0,39,8,0,0
S00098333,32,11,11,1,0,2,5,1,1
S00098334,45,12,20,0,0,0,13,0,0
S00098335,73,41,27,0,0,1,2,0,2
S00098336,40,5,7,0,0,18,9,1,0
S00098337,36,3,6,0,0,20,7,0,0
S00098338,41,15,19,0,0,7,0,0,0
S00098339,55,22,23,0,0,0,7,3,0
S00098340,80,23,9,0,0,42,5,0,1
S00098341,42,19,14,0,0,5,3,1,0
S00098342,68,39,13,0,0,3,10,1,2
S00098343,52,8,1,0,0,38,3,1,1
S00098344,35,13,14,0,0,1,4,2,1
S00098345,46,8,6,0,0,28,4,0,0
S00098346,45,24,14,1,0,2,2,0,2
S00098347,64,32,11,1,0,3,13,1,3
S00098348,30,22,6,0,0,0,2,0,0
S00098349,68,16,13,0,0,28,8,1,2
S00098350,55,19,9,0,0,2,23,1,1
S00098351,67,36,21,0,0,6,4,0,0
S00098352,77,37,33,0,0,0,3,2,2
S00098353,57,18,13,0,0,20,5,0,1
S00098354,35,14,14,1,0,2,2,2,0
S00098355,43,23,15,0,0,1,3,1,0
S00098356,30,20,6,0,0,0,2,0,2
S00098357,45,18,6,0,0,6,12,1,2
S00098358,39,8,13,0,0,17,0,1,0
S00098359,31,3,3,1,0,21,3,0,0
S00098360,65,9,10,0,0,46,0,0,0
S00098361,31,3,7,0,0,17,3,1,0
S00098362,50,9,13,0,0,23,2,2,1
S00098363,59,26,29,0,0,1,2,1,0
S00098364,36,17,17,0,0,0,1,1,0
S00098365,51,1,2,0,0,45,2,0,1
S00098366,63,3,4,16,0,33,5,0,2
S00098367,75,12,3,12,0,37,9,0,2
S00098368,54,19,6,1,0,21,7,0,0
S00098369,53,13,16,0,0,13,8,2,1
S00098370,71,1,1,0,0,66,3,0,0
S00098371,39,16,6,0,0,7,8,0,2
S00098372,73,6,3,0,0,58,5,0,1
S00098373,28,15,12,0,0,0,0,1,0
S00098374,37,17,11,1,0,0,5,2,1
S00098375,45,17,21,0,0,1,6,0,0
S00098376,72,10,9,1,0,46,4,1,1
S00098377,30,13,9,0,0,1,3,3,1
S00098378,76,33,40,0,0,1,2,0,0
S00098379,39,8,9,0,0,5,12,4,1
S00098380,72,13,22,0,0,25,11,0,1
S00098381,71,46,21,0,0,1,2,1,0
S00098382,48,21,25,0,0,1,1,0,0
S00098383,77,24,24,0,0,17,9,2,1
S00098384,54,22,30,0,0,0,2,0,0
S00098385,42,29,12,0,0,0,1,0,0
S00098386,55,18,14,0,0,20,2,1,0
S00098387,47,28,7,0,0,3,5,1,3
S00098388,46,22,19,0,0,0,3,1,1
S00098389,37,26,11,0,0,0,0,0,0
S00098390,63,16,26,0,0,18,3,0,0
S00098391,31,18,9,0,0,3,1,0,0
S00098392,29,9,14,0,0,0,2,3,1
S00098393,50,27,19,0,0,0,3,0,1
S00098394,53,26,18,0,0,5,3,1,0
S00098395,68,43,12,0,0,0,11,2,0
S00098396,57,19,13,0,0,23,1,0,1
S00098397,39,20,9,0,0,0,10,0,0
S00098398,50,10,10,0,0,28,0,2,0
S00098399,35,17,8,0,0,9,0,1,0
S00098400,68,20,22,0,0,18,2,1,5
S00098401,59,0,0,0,0,56,3,0,0
S00098402,63,0,4,1,0,55,1,2,0
S00098403,50,1,1,2,0,46,0,0,0
S00098404,38,9,15,0,0,3,9,1,1
S00098405,41,10,18,0,0,11,1,1,0
S00098406,64,38,19,0,0,1,5,0,1
S00098407,44,19,12,0,0,10,3,0,0
S00098408,50,26,11,0,0,6,7,0,0
S00098409,52,20,29,0,0,2,1,0,0
S00098410,46,11,34,0,0,0,0,1,0
S00098411,35,6,17,0,0,12,0,0,0
S00098412,62,12,24,0,0,17,6,1,2
S00098413,35,10,14,0,0,8,2,0,1
S00098414,68,9,16,0,0,34,9,0,0
S00098415,40,18,20,0,0,0,1,1,0
S00098416,51,26,16,0,0,1,7,0,1
S00098417,57,9,37,0,0,1,10,0,0
S00098418,44,7,31,0,0,0,5,0,1
S00098419,47,15,26,0,0,1,5,0,0
S00098420,54,20,29,0,0,1,3,1,0
S00098421,50,13,22,1,0,1,10,2,1
S00098422,70,33,30,0,0,0,4,0,3
S00098423,47,13,30,1,0,0,2,1,0
S00098424,33,11,15,0,0,0,7,0,0
S00098425,60,16,25,1,0,1,16,1,0
S00098426,43,3,9,2,0,25,4,0,0
S00098427,64,26,21,0,0,6,11,0,0
S00098428,43,4,8,3,0,25,2,1,0
S00098429,36,4,9,1,0,17,2,1,2
S00098430,30,15,9,0,0,2,2,1,1
S00098431,64,23,11,0,0,15,14,1,0
S00098432,47,21,13,0,0,1,8,1,3
S00098433,58,30,21,0,0,1,2,2,2
S00098434,65,46,14,0,0,1,4,0,0
S00098435,37,11,10,0,0,7,7,0,2
S00098436,44,22,17,0,0,3,2,0,0
S00098437,66,34,29,0,0,0,2,0,1
S00098438,56,42,13,0,0,0,1,0,0
S00098439,26,0,1,0,0,1,23,0,1
S00098440,43,4,2,0,0,12,23,2,0
S00098441,63,0,3,0,1,1,54,4,0
S00098442,31,1,3,0,0,0,26,0,1
S00098443,63,10,10,0,0,1,42,0,0
S00098444,62,6,3,0,23,1,28,0,1
S00098445,57,13,9,0,11,8,13,1,2
S00098446,60,9,16,1,4,2,26,1,1
S00098447,78,12,21,0,2,11,30,2,0
S00098448,70,11,17,0,1,8,28,3,2
S00098449,51,5,8,1,0,23,14,0,0
S00098450,69,14,17,0,1,7,22,3,5
S00098451,48,1,0,0,1,10,35,0,1
S00098452,44,0,1,1,0,19,23,0,0
S00098453,71,6,6,4,1,9,42,3,0
S00098454,71,5,17,1,0,0,42,6,0
S00098455,44,4,13,0,1,0,23,2,1
S00098456,51,4,15,0,0,5,22,4,1
S00098457,47,11,10,0,0,1,23,2,0
S00098458,56,7,7,1,0,7,31,2,1
S00098459,51,6,2,0,0,17,25,1,0
S00098460,36,8,5,0,0,2,19,2,0
S00098461,77,12,12,1,0,2,49,1,0
S00098462,58,0,3,0,1,28,24,1,1
S00098463,67,2,3,0,0,0,61,1,0
S00098464,44,3,6,0,0,0,31,3,1
S00098465,41,1,1,1,1,6,31,0,0
S00098466,42,3,4,0,0,6,24,3,2
S00098467,52,3,2,0,4,23,17,0,3
S00098468,56,3,2,0,0,0,49,1,1
S00098469,34,3,3,1,1,0,25,1,0
S00098470,72,0,4,0,1,4,60,1,2
S00098471,38,1,2,0,0,15,20,0,0
S00098472,64,2,3,0,0,27,30,0,2
S00098473,74,7,5,0,1,12,46,1,2
S00098474,72,5,3,2,1,12,48,0,1
S00098475,45,7,11,0,10,2,13,2,0
S00098476,77,11,12,1,15,4,31,3,0
S00098477,50,2,6,1,0,19,17,4,1
S00098478,41,4,3,0,1,15,18,0,0
S00098479,85,1,2,0,2,48,30,1,1
S00098480,77,7,11,1,4,14,37,2,1
